Date,Price
2015-03-13,1.3844
2015-03-12,1.3845
2015-03-11,1.3835
2015-03-10,1.3816
2015-03-09,1.3797
2015-03-06,1.3838
2015-03-05,1.3848
2015-03-04,1.3839
2015-03-03,1.3859
2015-03-02,1.3879
2015-02-27,1.389
2015-02-26,1.3901
2015-02-25,1.3891
2015-02-24,1.3843
2015-02-23,1.3824
2015-02-18,1.3807
2015-02-17,1.3847
2015-02-16,1.3847
2015-02-13,1.3868
2015-02-12,1.3859
2015-02-11,1.3869
2015-02-10,1.387
2015-02-09,1.389
2015-02-06,1.395
2015-02-05,1.398
2015-02-04,1.3981
2015-02-03,1.402
2015-02-02,1.4031
2015-01-30,1.4003
2015-01-29,1.3984
2015-01-28,1.3945
2015-01-27,1.3936
2015-01-26,1.3956
2015-01-23,1.3938
2015-01-22,1.3929
2015-01-21,1.3958
2015-01-20,1.3959
2015-01-19,1.396
2015-01-16,1.399
2015-01-15,1.3942
2015-01-14,1.3942
2015-01-13,1.3923
2015-01-12,1.3885
2015-01-09,1.3837
2015-01-08,1.3828
2015-01-07,1.3838
2015-01-06,1.3819
2015-01-05,1.3771
2015-01-02,1.3723
2014-12-31,1.3744
2014-12-30,1.3725
2014-12-29,1.3706
2014-12-24,1.3718
2014-12-23,1.3738
2014-12-22,1.3758
2014-12-19,1.375
2014-12-18,1.378
2014-12-17,1.381
2014-12-16,1.381
2014-12-15,1.382
2014-12-12,1.3792
2014-12-11,1.3813
2014-12-10,1.3784
2014-12-09,1.3774
2014-12-08,1.3755
2014-12-05,1.3816
2014-12-04,1.3797
2014-12-03,1.3797
2014-12-02,1.3827
2014-12-01,1.3847
2014-11-28,1.3829
2014-11-27,1.38
2014-11-26,1.3791
2014-11-25,1.3772
2014-11-24,1.3762
2014-11-21,1.3754
2014-11-20,1.3745
2014-11-19,1.3765
2014-11-18,1.3756
2014-11-17,1.3776
2014-11-14,1.3748
2014-11-13,1.3729
2014-11-12,1.3719
2014-11-11,1.372
2014-11-10,1.374
2014-11-07,1.3712
2014-11-06,1.3723
2014-11-05,1.3723
2014-11-04,1.3724
2014-11-03,1.3714
2014-10-31,1.3706
2014-10-30,1.3716
2014-10-29,1.3737
2014-10-28,1.3737
2014-10-27,1.3728
2014-10-24,1.3739
2014-10-23,1.3759
2014-10-22,1.377
2014-10-21,1.379
2014-10-20,1.3751
2014-10-17,1.3772
2014-10-16,1.3812
2014-10-15,1.3754
2014-10-14,1.3734
2014-10-13,1.3725
2014-10-10,1.3707
2014-10-09,1.3707
2014-10-08,1.3659
2014-10-07,1.362
2014-10-06,1.3601
2014-10-03,1.3603
2014-09-30,1.3585
2014-09-29,1.3556
2014-09-26,1.3577
2014-09-25,1.3558
2014-09-24,1.3568
2014-09-23,1.3559
2014-09-22,1.3549
2014-09-19,1.3511
2014-09-18,1.3522
2014-09-17,1.3542
2014-09-16,1.3552
2014-09-15,1.3523
2014-09-12,1.3544
2014-09-11,1.3574
2014-09-10,1.3575
2014-09-08,1.3615
2014-09-05,1.3607
2014-09-04,1.3627
2014-09-03,1.3618
2014-09-02,1.3628
2014-09-01,1.3649
2014-08-29,1.365
2014-08-28,1.3641
2014-08-27,1.3631
2014-08-26,1.3622
2014-08-25,1.3613
2014-08-22,1.3624
2014-08-21,1.3615
2014-08-20,1.3635
2014-08-19,1.3635
2014-08-18,1.3646
2014-08-15,1.3628
2014-08-14,1.3599
2014-08-13,1.3579
2014-08-12,1.357
2014-08-11,1.3561
2014-08-08,1.3592
2014-08-07,1.3553
2014-08-06,1.3543
2014-08-05,1.3544
2014-08-04,1.3544
2014-08-01,1.3506
2014-07-31,1.3517
2014-07-30,1.3517
2014-07-29,1.3528
2014-07-28,1.3528
2014-07-25,1.352
2014-07-24,1.353
2014-07-23,1.3531
2014-07-22,1.3531
2014-07-21,1.3532
2014-07-18,1.3533
2014-07-17,1.3524
2014-07-16,1.3514
2014-07-15,1.3515
2014-07-14,1.3516
2014-07-11,1.3507
2014-07-10,1.3508
2014-07-09,1.3498
2014-07-08,1.3469
2014-07-07,1.346
2014-07-04,1.3461
2014-07-03,1.3472
2014-07-02,1.3492
2014-06-30,1.3513
2014-06-27,1.3495
2014-06-26,1.3465
2014-06-25,1.3456
2014-06-24,1.3447
2014-06-23,1.3437
2014-06-20,1.3449
2014-06-19,1.3459
2014-06-18,1.342
2014-06-17,1.344
2014-06-16,1.3451
2014-06-13,1.3452
2014-06-12,1.3443
2014-06-11,1.3433
2014-06-10,1.3454
2014-06-09,1.3454
2014-06-06,1.3485
2014-06-05,1.3476
2014-06-04,1.3486
2014-06-03,1.3487
2014-05-30,1.3528
2014-05-29,1.3549
2014-05-28,1.351
2014-05-27,1.35
2014-05-26,1.3501
2014-05-23,1.3502
2014-05-22,1.3503
2014-05-21,1.3513
2014-05-20,1.3494
2014-05-19,1.3494
2014-05-16,1.3496
2014-05-15,1.3477
2014-05-14,1.3457
2014-05-13,1.3438
2014-05-12,1.3449
2014-05-09,1.346
2014-05-08,1.3441
2014-05-07,1.3431
2014-05-05,1.3422
2014-05-02,1.3414
2014-04-30,1.3385
2014-04-29,1.3376
2014-04-28,1.3386
2014-04-25,1.3378
2014-04-24,1.3378
2014-04-23,1.3379
2014-04-22,1.3379
2014-04-17,1.3401
2014-04-16,1.3402
2014-04-15,1.3412
2014-04-14,1.3423
2014-04-11,1.3404
2014-04-10,1.3405
2014-04-09,1.3376
2014-04-08,1.3366
2014-04-07,1.3357
2014-04-04,1.3319
2014-04-03,1.3319
2014-04-02,1.334
2014-04-01,1.334
2014-03-31,1.3341
2014-03-28,1.3362
2014-03-27,1.3352
2014-03-26,1.3333
2014-03-25,1.3334
2014-03-24,1.3324
2014-03-21,1.3336
2014-03-20,1.3346
2014-03-19,1.3416
2014-03-18,1.3407
2014-03-17,1.3427
2014-03-14,1.3429
2014-03-13,1.3389
2014-03-12,1.338
2014-03-11,1.34
2014-03-10,1.3381
2014-03-07,1.3402
2014-03-06,1.3403
2014-03-05,1.3413
2014-03-04,1.3434
2014-03-03,1.3444
2014-02-28,1.3426
2014-02-27,1.3416
2014-02-26,1.3407
2014-02-25,1.3397
2014-02-24,1.3398
2014-02-21,1.3389
2014-02-20,1.34
2014-02-19,1.341
2014-02-18,1.3391
2014-02-17,1.3391
2014-02-14,1.3403
2014-02-13,1.3393
2014-02-12,1.3394
2014-02-11,1.3414
2014-02-10,1.3405
2014-02-07,1.3386
2014-02-06,1.3387
2014-02-05,1.3407
2014-02-04,1.3418
2014-01-30,1.337
2014-01-29,1.3341
2014-01-28,1.3342
2014-01-27,1.3352
2014-01-24,1.3344
2014-01-23,1.3314
2014-01-22,1.3325
2014-01-21,1.3325
2014-01-20,1.3346
2014-01-17,1.3337
2014-01-16,1.3318
2014-01-15,1.3318
2014-01-14,1.3339
2014-01-13,1.3329
2014-01-10,1.3271
2014-01-09,1.3271
2014-01-08,1.3292
2014-01-07,1.3292
2014-01-06,1.3273
2014-01-03,1.3284
2014-01-02,1.3285
2013-12-31,1.3316
2013-12-30,1.3306
2013-12-27,1.3307
2013-12-24,1.3329
2013-12-23,1.3339
2013-12-20,1.3341
2013-12-19,1.3351
2013-12-18,1.3372
2013-12-17,1.3352
2013-12-16,1.3353
2013-12-13,1.3364
2013-12-12,1.3384
2013-12-11,1.3405
2013-12-10,1.3395
2013-12-09,1.3386
2013-12-06,1.3387
2013-12-05,1.3398
2013-12-04,1.3428
2013-12-03,1.3419
2013-12-02,1.3439
2013-11-29,1.3441
2013-11-28,1.3451
2013-11-27,1.3452
2013-11-26,1.3442
2013-11-25,1.3443
2013-11-22,1.3444
2013-11-21,1.3435
2013-11-20,1.3455
2013-11-19,1.3476
2013-11-18,1.3456
2013-11-15,1.3468
2013-11-14,1.3458
2013-11-13,1.3419
2013-11-12,1.3429
2013-11-11,1.344
2013-11-08,1.3501
2013-11-07,1.3502
2013-11-06,1.3462
2013-11-05,1.3463
2013-11-04,1.3443
2013-11-01,1.3465
2013-10-31,1.3485
2013-10-30,1.3496
2013-10-29,1.3466
2013-10-28,1.3467
2013-10-25,1.3458
2013-10-24,1.3469
2013-10-23,1.3469
2013-10-22,1.343
2013-10-21,1.343
2013-10-18,1.3422
2013-10-17,1.3392
2013-10-16,1.3353
2013-10-15,1.3353
2013-10-11,1.3365
2013-10-10,1.3356
2013-10-09,1.3376
2013-10-08,1.3367
2013-10-07,1.3357
2013-10-04,1.3359
2013-10-03,1.3359
2013-10-02,1.335
2013-09-30,1.3361
2013-09-27,1.3342
2013-09-26,1.3343
2013-09-25,1.3343
2013-09-24,1.3324
2013-09-23,1.3314
2013-09-19,1.3326
2013-09-18,1.3247
2013-09-17,1.3257
2013-09-16,1.3288
2013-09-13,1.3209
2013-09-12,1.322
2013-09-11,1.318
2013-09-10,1.3171
2013-09-09,1.3161
2013-09-06,1.3133
2013-09-05,1.3163
2013-09-04,1.3204
2013-09-03,1.3204
2013-09-02,1.3214
2013-08-30,1.3236
2013-08-29,1.3246
2013-08-28,1.3247
2013-08-27,1.3227
2013-08-26,1.3198
2013-08-23,1.3169
2013-08-22,1.317
2013-08-21,1.322
2013-08-20,1.3201
2013-08-19,1.3201
2013-08-16,1.3253
2013-08-15,1.3284
2013-08-13,1.3315
2013-08-12,1.3355
2013-08-09,1.3347
2013-08-08,1.3357
2013-08-07,1.3328
2013-08-06,1.3338
2013-08-05,1.3319
2013-08-02,1.326
2013-08-01,1.3311
2013-07-31,1.3301
