Date,Price
2016-03-04,2.2476
2016-03-03,2.2325
2016-03-02,2.2231
2016-03-01,2.203
2016-02-29,2.1805
2016-02-26,2.1922
2016-02-25,2.1799
2016-02-24,2.1793
2016-02-23,2.1917
2016-02-22,2.2018
2016-02-19,2.1903
2016-02-18,2.1895
2016-02-17,2.1741
2016-02-16,2.1719
2016-02-15,2.1683
2016-02-12,2.1409
2016-02-11,2.1428
2016-02-05,2.1746
2016-02-04,2.1676
2016-02-03,2.155
2016-02-02,2.1705
2016-02-01,2.1764
2016-01-29,2.1739
2016-01-28,2.139
2016-01-27,2.1406
2016-01-26,2.1328
2016-01-25,2.1418
2016-01-22,2.1331
2016-01-21,2.1071
2016-01-20,2.1191
2016-01-19,2.1528
2016-01-18,2.1375
2016-01-15,2.1486
2016-01-14,2.1605
2016-01-13,2.1659
2016-01-12,2.1566
2016-01-11,2.1538
2016-01-08,2.1768
2016-01-07,2.1812
2016-01-06,2.2086
2016-01-05,2.2223
2016-01-04,2.2266
2015-12-31,2.2623
2015-12-30,2.2638
2015-12-29,2.2698
2015-12-28,2.2604
2015-12-24,2.2622
2015-12-23,2.2596
2015-12-22,2.2448
2015-12-21,2.2361
2015-12-18,2.237
2015-12-17,2.2467
2015-12-16,2.2406
2015-12-15,2.2303
2015-12-14,2.2196
2015-12-11,2.2279
2015-12-10,2.2446
2015-12-09,2.2474
2015-12-08,2.2548
2015-12-07,2.2736
2015-12-04,2.2691
2015-12-03,2.2616
2015-12-02,2.2815
2015-12-01,2.2774
2015-11-30,2.2641
2015-11-27,2.2732
2015-11-26,2.2847
2015-11-25,2.288
2015-11-24,2.2854
2015-11-23,2.2886
2015-11-20,2.2927
2015-11-19,2.2848
2015-11-18,2.2686
2015-11-17,2.2651
2015-11-16,2.2536
2015-11-13,2.2603
2015-11-12,2.274
2015-11-11,2.27
2015-11-10,2.2598
2015-11-09,2.2725
2015-11-06,2.2907
2015-11-05,2.2992
2015-11-04,2.3074
2015-11-03,2.2992
2015-11-02,2.2937
2015-10-30,2.2981
2015-10-29,2.299
2015-10-28,2.3135
2015-10-27,2.3121
2015-10-26,2.3158
2015-10-23,2.3211
2015-10-22,2.3049
2015-10-20,2.2979
2015-10-19,2.3013
2015-10-16,2.2987
2015-10-15,2.2953
2015-10-14,2.2686
2015-10-13,2.2754
2015-10-12,2.2824
2015-10-09,2.2765
2015-10-08,2.2658
2015-10-07,2.2652
2015-10-06,2.2418
2015-10-05,2.2425
2015-10-02,2.2141
2015-09-30,2.1973
2015-09-29,2.1714
2015-09-25,2.1937
2015-09-24,2.1891
2015-09-23,2.1969
2015-09-22,2.2156
2015-09-21,2.2273
2015-09-18,2.2341
2015-09-17,2.2314
2015-09-16,2.2241
2015-09-15,2.2122
2015-09-14,2.2162
2015-09-11,2.2133
2015-09-10,2.2135
2015-09-09,2.227
2015-09-08,2.201
2015-09-07,2.1804
2015-09-04,2.1887
2015-09-02,2.1952
2015-09-01,2.1956
2015-08-31,2.2218
2015-08-28,2.2315
2015-08-27,2.2275
2015-08-26,2.1947
2015-08-25,2.1943
2015-08-24,2.183
2015-08-21,2.2393
2015-08-20,2.2631
2015-08-19,2.2897
2015-08-18,2.3054
2015-08-17,2.3139
2015-08-14,2.3238
2015-08-13,2.3217
2015-08-12,2.3166
2015-08-11,2.3505
2015-08-10,2.3546
2015-08-07,2.3474
2015-08-06,2.3485
2015-08-05,2.3546
2015-08-04,2.3542
2015-08-03,2.3496
2015-07-31,2.3518
2015-07-30,2.3468
2015-07-29,2.3476
2015-07-28,2.3424
2015-07-27,2.3391
2015-07-24,2.3639
2015-07-23,2.374
2015-07-22,2.3707
2015-07-21,2.3743
2015-07-20,2.3735
2015-07-17,2.3753
2015-07-16,2.366
2015-07-15,2.3605
2015-07-14,2.3559
2015-07-13,2.355
2015-07-10,2.3411
2015-07-09,2.3214
2015-07-08,2.2928
2015-07-07,2.3302
2015-07-06,2.3398
2015-07-03,2.3583
2015-07-02,2.3632
2015-06-30,2.3478
2015-06-29,2.3341
2015-06-26,2.3658
2015-06-25,2.3768
2015-06-24,2.3857
2015-06-23,2.3873
2015-06-22,2.3825
2015-06-19,2.3631
2015-06-18,2.3664
2015-06-17,2.354
2015-06-16,2.3483
2015-06-15,2.3492
2015-06-12,2.363
2015-06-11,2.3616
2015-06-10,2.358
2015-06-09,2.3452
2015-06-08,2.3541
2015-06-05,2.3702
2015-06-04,2.3818
2015-06-03,2.3911
2015-06-02,2.3743
2015-06-01,2.3885
2015-05-29,2.3872
2015-05-28,2.3931
2015-05-27,2.4034
2015-05-26,2.4002
2015-05-22,2.4189
2015-05-21,2.4126
2015-05-20,2.4135
2015-05-19,2.4214
2015-05-18,2.4219
2015-05-15,2.4208
2015-05-14,2.407
2015-05-13,2.3956
2015-05-12,2.3957
2015-05-11,2.4066
2015-05-08,2.4086
2015-05-07,2.3955
2015-05-06,2.4073
2015-05-05,2.4086
2015-05-04,2.4218
2015-04-30,2.4237
2015-04-29,2.432
2015-04-28,2.4416
2015-04-27,2.4422
2015-04-24,2.4382
2015-04-23,2.4251
2015-04-22,2.4299
2015-04-21,2.4263
2015-04-20,2.4164
2015-04-17,2.4283
2015-04-16,2.4312
2015-04-15,2.4195
2015-04-14,2.4204
2015-04-13,2.4287
2015-04-10,2.4191
2015-04-09,2.4147
2015-04-08,2.4054
2015-04-02,2.3782
2015-04-01,2.3619
2015-03-31,2.3549
2015-03-30,2.3608
2015-03-27,2.3474
2015-03-26,2.3492
2015-03-25,2.3524
2015-03-24,2.3541
2015-03-23,2.3472
2015-03-20,2.3409
2015-03-19,2.3437
2015-03-18,2.3281
2015-03-17,2.3215
2015-03-16,2.313
2015-03-13,2.311
2015-03-12,2.3166
2015-03-11,2.3088
2015-03-10,2.3132
2015-03-09,2.3263
2015-03-06,2.3392
2015-03-05,2.3394
2015-03-04,2.3419
2015-03-03,2.3485
2015-03-02,2.3475
2015-02-27,2.3454
2015-02-26,2.3525
2015-02-25,2.3477
2015-02-24,2.3389
2015-02-23,2.3344
2015-02-18,2.3288
2015-02-17,2.3298
2015-02-16,2.3295
2015-02-13,2.3311
2015-02-12,2.3167
2015-02-11,2.3138
2015-02-10,2.3183
2015-02-09,2.3161
2015-02-06,2.3292
2015-02-05,2.3256
2015-02-04,2.3289
2015-02-03,2.3203
2015-02-02,2.3185
2015-01-30,2.3176
2015-01-29,2.3247
2015-01-28,2.3233
2015-01-27,2.3219
2015-01-26,2.3213
2015-01-23,2.3206
2015-01-22,2.3093
2015-01-21,2.3003
2015-01-20,2.2887
2015-01-19,2.2841
2015-01-16,2.287
2015-01-15,2.2834
2015-01-14,2.2769
2015-01-13,2.2846
2015-01-12,2.2767
2015-01-09,2.2631
2015-01-08,2.2586
2015-01-07,2.2387
2015-01-06,2.2354
2015-01-05,2.2469
2015-01-02,2.2658
2014-12-31,2.2659
2014-12-30,2.2649
2014-12-29,2.2732
2014-12-24,2.2632
2014-12-23,2.262
2014-12-22,2.2653
2014-12-19,2.2544
2014-12-18,2.2414
2014-12-17,2.2303
2014-12-16,2.233
2014-12-15,2.2432
2014-12-12,2.2539
2014-12-11,2.2661
2014-12-10,2.27
2014-12-09,2.2726
2014-12-08,2.284
2014-12-05,2.2975
2014-12-04,2.289
2014-12-03,2.2877
2014-12-02,2.2934
2014-12-01,2.2864
2014-11-28,2.3052
2014-11-27,2.3098
2014-11-26,2.3058
2014-11-25,2.2961
2014-11-24,2.2937
2014-11-21,2.2873
2014-11-20,2.2754
2014-11-19,2.2763
2014-11-18,2.2764
2014-11-17,2.2795
2014-11-14,2.2832
2014-11-13,2.2803
2014-11-12,2.2742
2014-11-11,2.2674
2014-11-10,2.2703
2014-11-07,2.2545
2014-11-06,2.2667
2014-11-05,2.2631
2014-11-04,2.2651
2014-11-03,2.2688
2014-10-31,2.2772
2014-10-30,2.2603
2014-10-29,2.2695
2014-10-28,2.2605
2014-10-27,2.249
2014-10-24,2.2501
2014-10-23,2.2535
2014-10-22,2.2549
2014-10-21,2.248
2014-10-20,2.2354
2014-10-17,2.2275
2014-10-16,2.2172
2014-10-15,2.2275
2014-10-14,2.2355
2014-10-13,2.2369
2014-10-10,2.2433
2014-10-09,2.2639
2014-10-08,2.2536
2014-10-07,2.2555
2014-10-06,2.251
2014-10-03,2.246
2014-09-30,2.2535
2014-09-29,2.2543
2014-09-26,2.2705
2014-09-25,2.2698
2014-09-24,2.2815
2014-09-23,2.2758
2014-09-22,2.2842
2014-09-19,2.2959
2014-09-18,2.2948
2014-09-17,2.3
2014-09-16,2.2954
2014-09-15,2.299
2014-09-12,2.3085
2014-09-11,2.3153
2014-09-10,2.3195
2014-09-08,2.3391
2014-09-05,2.3366
2014-09-04,2.3471
2014-09-03,2.3478
2014-09-02,2.335
2014-09-01,2.3372
2014-08-29,2.3358
2014-08-28,2.3354
2014-08-27,2.3396
2014-08-26,2.3349
2014-08-25,2.3347
2014-08-22,2.3361
2014-08-21,2.3344
2014-08-20,2.3385
2014-08-19,2.3402
2014-08-18,2.3298
2014-08-15,2.3251
2014-08-14,2.3219
2014-08-13,2.318
2014-08-12,2.3097
2014-08-11,2.3101
2014-08-08,2.295
2014-08-07,2.3001
2014-08-06,2.3045
2014-08-05,2.3059
2014-08-04,2.3047
2014-08-01,2.3
2014-07-31,2.3113
2014-07-30,2.3226
2014-07-29,2.3257
2014-07-28,2.322
2014-07-25,2.3212
2014-07-24,2.3283
2014-07-23,2.3265
2014-07-22,2.3254
2014-07-21,2.3147
2014-07-18,2.316
2014-07-17,2.3177
2014-07-16,2.3206
2014-07-15,2.315
2014-07-14,2.3156
2014-07-11,2.3097
2014-07-10,2.3114
2014-07-09,2.3106
2014-07-08,2.3165
2014-07-07,2.3178
2014-07-04,2.3194
2014-07-03,2.321
2014-07-02,2.3193
2014-06-30,2.303
2014-06-27,2.301
2014-06-26,2.2991
2014-06-25,2.2921
2014-06-24,2.2955
2014-06-23,2.2912
2014-06-20,2.2988
2014-06-19,2.3011
2014-06-18,2.293
2014-06-17,2.2946
2014-06-16,2.2962
2014-06-13,2.3008
2014-06-12,2.2987
2014-06-11,2.2987
2014-06-10,2.3028
2014-06-09,2.2985
2014-06-06,2.2935
2014-06-05,2.2929
2014-06-04,2.2932
2014-06-03,2.2968
2014-05-30,2.2898
2014-05-29,2.2892
2014-05-28,2.2871
2014-05-27,2.2861
2014-05-26,2.2869
2014-05-23,2.284
2014-05-22,2.2827
2014-05-21,2.2768
2014-05-20,2.2724
2014-05-19,2.2741
2014-05-16,2.2715
2014-05-15,2.2685
2014-05-14,2.2729
2014-05-13,2.266
2014-05-12,2.2567
2014-05-09,2.2493
2014-05-08,2.2473
2014-05-07,2.2465
2014-05-05,2.2474
2014-05-02,2.2517
2014-04-30,2.2411
2014-04-29,2.2439
2014-04-28,2.2402
2014-04-25,2.2403
2014-04-24,2.25
2014-04-23,2.2474
2014-04-22,2.25
2014-04-17,2.2465
2014-04-16,2.2451
2014-04-15,2.2394
2014-04-14,2.2455
2014-04-11,2.244
2014-04-10,2.2524
2014-04-09,2.2441
2014-04-08,2.2295
2014-04-07,2.2215
2014-04-04,2.2244
2014-04-03,2.229
2014-04-02,2.2265
2014-04-01,2.2257
2014-03-31,2.2178
2014-03-28,2.2101
2014-03-27,2.1979
2014-03-26,2.1909
2014-03-25,2.1766
2014-03-24,2.17
2014-03-21,2.1625
2014-03-20,2.1544
2014-03-19,2.1728
2014-03-18,2.1717
2014-03-17,2.1625
2014-03-14,2.1586
2014-03-13,2.1695
2014-03-12,2.1712
2014-03-11,2.1832
2014-03-10,2.1827
2014-03-07,2.1927
2014-03-06,2.1944
2014-03-05,2.1901
2014-03-04,2.1943
2014-03-03,2.1843
2014-02-28,2.1967
2014-02-27,2.1897
2014-02-26,2.1852
2014-02-25,2.1851
2014-02-24,2.1826
