Date,Open,High,Low,Price
2018-02-05,7,165.96,7,277.36,6,967.53,6,967.53
2018-02-02,7,347.59,7,364.43,7,238.18,7,240.95
2018-02-01,7,377.17,7,441.09,7,362.28,7,385.86
2018-01-31,7,443.25,7,453.99,7,381.12,7,411.48
2018-01-30,7,388.89,7,433.65,7,373.99,7,402.48
2018-01-29,7,484.47,7,500.61,7,455.55,7,466.51
2018-01-26,7,448.33,7,505.77,7,431.22,7,505.77
2018-01-25,7,457.94,7,458.53,7,388.58,7,411.16
2018-01-24,7,474.16,7,486.32,7,376.75,7,415.06
2018-01-23,7,424.95,7,465.39,7,423.18,7,460.29
2018-01-22,7,338.04,7,408.03,7,332.81,7,408.03
2018-01-19,7,312.00,7,336.38,7,297.28,7,336.38
2018-01-18,7,293.65,7,313.89,7,276.11,7,296.05
2018-01-17,7,257.77,7,309.36,7,229.32,7,298.28
2018-01-16,7,307.19,7,330.33,7,205.93,7,223.69
2018-01-12,7,208.17,7,265.26,7,205.18,7,261.06
2018-01-11,7,168.73,7,211.78,7,163.23,7,211.78
2018-01-10,7,129.83,7,154.24,7,111.52,7,153.57
2018-01-09,7,174.19,7,181.14,7,148.30,7,163.58
2018-01-08,7,135.38,7,161.35,7,124.09,7,157.39
2018-01-05,7,105.74,7,137.04,7,097.08,7,136.56
2018-01-04,7,089.50,7,098.05,7,072.38,7,077.91
2018-01-03,7,017.07,7,069.15,7,016.70,7,065.53
2018-01-02,6,937.65,7,006.91,6,924.08,7,006.90
2017-12-29,6,952.60,6,954.98,6,903.39,6,903.39
2017-12-28,6,953.38,6,954.80,6,936.75,6,950.16
2017-12-27,6,941.45,6,955.38,6,931.34,6,939.34
2017-12-26,6,928.92,6,942.14,6,915.56,6,936.25
2017-12-22,6,958.02,6,962.26,6,944.44,6,959.96
2017-12-21,6,972.88,6,992.63,6,961.20,6,965.36
2017-12-20,6,991.26,6,991.26,6,935.42,6,960.96
2017-12-19,6,991.25,6,995.88,6,951.49,6,963.85
2017-12-18,6,980.40,7,003.89,6,975.55,6,994.76
2017-12-15,6,871.55,6,945.82,6,871.45,6,936.58
2017-12-14,6,887.39,6,901.13,6,851.63,6,856.53
2017-12-13,6,880.41,6,897.62,6,871.87,6,875.80
2017-12-12,6,872.72,6,884.81,6,856.30,6,862.32
2017-12-11,6,847.64,6,879.80,6,844.88,6,875.08
2017-12-08,6,859.94,6,870.48,6,831.61,6,840.08
2017-12-07,6,785.74,6,829.29,6,778.20,6,812.84
2017-12-06,6,742.07,6,787.42,6,734.13,6,776.38
2017-12-05,6,759.14,6,836.45,6,752.32,6,762.21
2017-12-04,6,897.14,6,899.23,6,770.69,6,775.37
2017-12-01,6,844.04,6,872.17,6,737.16,6,847.59
2017-11-30,6,852.80,6,888.65,6,838.48,6,873.97
2017-11-29,6,907.28,6,908.33,6,793.95,6,824.39
2017-11-28,6,893.72,6,914.19,6,866.21,6,912.36
2017-11-27,6,889.91,6,897.43,6,867.89,6,878.52
2017-11-24,6,878.11,6,890.02,6,873.74,6,889.16
2017-11-22,6,869.53,6,874.52,6,859.28,6,867.36
2017-11-21,6,820.55,6,862.66,6,820.02,6,862.48
2017-11-20,6,789.28,6,795.83,6,779.48,6,790.71
2017-11-17,6,794.45,6,797.75,6,777.43,6,782.79
2017-11-16,6,742.34,6,806.67,6,742.34,6,793.29
2017-11-15,6,700.68,6,725.32,6,667.31,6,706.21
2017-11-14,6,733.87,6,743.63,6,709.27,6,737.87
2017-11-13,6,727.39,6,766.30,6,723.43,6,757.60
2017-11-10,6,736.39,6,757.35,6,727.35,6,750.94
2017-11-09,6,737.45,6,758.93,6,687.28,6,750.05
2017-11-08,6,764.85,6,791.65,6,753.34,6,789.12
2017-11-07,6,785.44,6,795.52,6,750.35,6,767.78
2017-11-06,6,763.30,6,790.66,6,763.17,6,786.44
2017-11-03,6,737.09,6,765.14,6,712.93,6,764.44
2017-11-02,6,709.39,6,719.97,6,677.55,6,714.94
2017-11-01,6,758.64,6,759.66,6,691.48,6,716.53
2017-10-31,6,713.71,6,737.75,6,705.79,6,727.67
2017-10-30,6,693.77,6,727.39,6,677.15,6,698.96
2017-10-27,6,635.03,6,708.13,6,625.78,6,701.26
2017-10-26,6,567.59,6,582.76,6,550.03,6,556.77
2017-10-25,6,587.22,6,600.65,6,517.93,6,563.89
2017-10-24,6,598.60,6,611.90,6,582.06,6,598.43
2017-10-23,6,641.57,6,641.57,6,581.15,6,586.83
2017-10-20,6,633.37,6,640.02,6,622.92,6,629.05
2017-10-19,6,583.70,6,605.29,6,558.53,6,605.07
2017-10-18,6,634.26,6,635.52,6,613.55,6,624.22
2017-10-17,6,621.42,6,628.60,6,613.21,6,623.66
2017-10-16,6,622.55,6,632.50,6,607.03,6,624.01
2017-10-13,6,613.21,6,616.58,6,602.20,6,605.80
2017-10-12,6,594.76,6,613.50,6,586.32,6,591.51
2017-10-11,6,586.73,6,604.21,6,577.98,6,603.55
2017-10-10,6,602.49,6,608.30,6,561.78,6,587.25
2017-10-09,6,597.37,6,599.34,6,572.44,6,579.73
2017-10-06,6,566.95,6,590.18,6,566.84,6,590.18
2017-10-05,6,552.87,6,587.21,6,547.65,6,585.36
2017-10-04,6,521.96,6,546.46,6,513.12,6,534.63
2017-10-03,6,523.74,6,532.18,6,509.71,6,531.71
2017-10-02,6,506.08,6,527.22,6,484.14,6,516.72
2017-09-29,6,461.28,6,497.98,6,454.86,6,495.96
2017-09-28,6,437.96,6,456.23,6,427.66,6,453.45
2017-09-27,6,414.37,6,472.65,6,405.35,6,453.26
2017-09-26,6,391.85,6,405.01,6,364.57,6,380.16
2017-09-25,6,403.11,6,408.06,6,343.96,6,370.59
2017-09-22,6,401.44,6,429.54,6,400.81,6,426.92
2017-09-21,6,448.57,6,448.57,6,405.30,6,422.69
2017-09-20,6,459.74,6,466.05,6,414.23,6,456.04
2017-09-19,6,465.57,6,467.79,6,446.75,6,461.32
2017-09-18,6,460.10,6,477.77,6,438.41,6,454.64
2017-09-15,6,426.16,6,464.27,6,419.65,6,448.47
2017-09-14,6,439.46,6,455.32,6,424.04,6,429.08
2017-09-13,6,440.72,6,460.42,6,433.20,6,460.19
2017-09-12,6,448.81,6,455.02,6,429.54,6,454.28
2017-09-11,6,411.18,6,439.11,6,410.71,6,432.26
2017-09-08,6,389.65,6,391.41,6,354.96,6,360.19
2017-09-07,6,402.94,6,413.07,6,379.81,6,397.87
2017-09-06,6,394.35,6,407.40,6,356.20,6,393.31
2017-09-05,6,414.82,6,426.51,6,334.59,6,375.57
2017-09-01,6,442.17,6,449.65,6,417.87,6,435.33
2017-08-31,6,385.80,6,435.27,6,383.58,6,428.66
2017-08-30,6,308.68,6,374.48,6,303.57,6,368.31
2017-08-29,6,228.90,6,311.26,6,228.73,6,301.89
2017-08-28,6,286.01,6,292.26,6,267.85,6,283.02
2017-08-25,6,293.81,6,308.72,6,257.10,6,265.64
2017-08-24,6,294.82,6,302.85,6,244.57,6,271.33
2017-08-23,6,263.47,6,291.30,6,263.28,6,278.41
2017-08-22,6,241.21,6,302.84,6,241.21,6,297.48
2017-08-21,6,216.32,6,226.93,6,177.19,6,213.13
2017-08-18,6,222.46,6,254.22,6,193.38,6,216.53
2017-08-17,6,322.72,6,334.23,6,221.91,6,221.91
2017-08-16,6,348.11,6,374.56,6,330.27,6,345.11
2017-08-15,6,350.51,6,350.74,6,324.75,6,333.01
2017-08-14,6,306.11,6,346.82,6,305.55,6,340.23
2017-08-11,6,222.18,6,266.89,6,216.19,6,256.56
2017-08-10,6,312.65,6,318.28,6,214.41,6,216.87
2017-08-09,6,322.92,6,355.04,6,309.44,6,352.33
2017-08-08,6,373.33,6,423.35,6,355.88,6,370.46
2017-08-07,6,361.06,6,386.03,6,356.23,6,383.77
2017-08-04,6,350.79,6,361.49,6,329.73,6,351.56
2017-08-03,6,366.24,6,368.53,6,331.14,6,340.34
2017-08-02,6,393.10,6,394.21,6,313.43,6,362.65
2017-08-01,6,372.16,6,375.75,6,345.75,6,362.94
2017-07-31,6,394.69,6,396.59,6,338.78,6,348.12
2017-07-28,6,350.27,6,379.70,6,337.23,6,374.68
2017-07-27,6,459.76,6,460.84,6,318.62,6,382.19
2017-07-26,6,425.93,6,432.38,6,416.30,6,422.75
2017-07-25,6,407.59,6,425.45,6,396.87,6,412.17
2017-07-24,6,387.82,6,417.70,6,380.61,6,410.81
2017-07-21,6,383.05,6,388.78,6,365.11,6,387.75
2017-07-20,6,396.46,6,398.26,6,365.68,6,390.00
2017-07-19,6,363.24,6,387.73,6,362.19,6,385.04
2017-07-18,6,304.82,6,344.55,6,291.07,6,344.31
2017-07-17,6,320.35,6,330.97,6,307.34,6,314.43
2017-07-14,6,289.08,6,321.76,6,278.70,6,312.47
2017-07-13,6,269.10,6,281.45,6,251.26,6,274.44
2017-07-12,6,238.90,6,265.64,6,236.82,6,261.17
2017-07-11,6,171.25,6,200.58,6,149.87,6,193.31
2017-07-10,6,156.03,6,191.27,6,141.83,6,176.39
2017-07-07,6,111.21,6,164.94,6,111.21,6,153.08
2017-07-06,6,109.60,6,127.98,6,081.96,6,089.46
2017-07-05,6,122.06,6,163.62,6,100.42,6,150.85
2017-07-03,6,173.29,6,177.36,6,106.12,6,110.06
2017-06-30,6,166.84,6,170.63,6,129.04,6,140.42
2017-06-29,6,215.49,6,216.60,6,087.81,6,144.35
2017-06-28,6,173.10,6,238.29,6,144.80,6,234.41
2017-06-27,6,227.90,6,234.32,6,146.62,6,146.62
2017-06-26,6,292.73,6,303.44,6,233.43,6,247.15
2017-06-23,6,234.35,6,269.37,6,218.78,6,265.25
2017-06-22,6,239.15,6,257.68,6,221.96,6,236.69
2017-06-21,6,202.75,6,236.66,6,200.86,6,233.95
2017-06-20,6,229.62,6,234.01,6,186.94,6,188.03
2017-06-19,6,196.85,6,243.31,6,194.00,6,239.01
2017-06-16,6,154.28,6,161.56,6,125.50,6,151.76
2017-06-15,6,127.05,6,170.15,6,107.85,6,165.50
2017-06-14,6,237.46,6,237.53,6,153.55,6,194.89
2017-06-13,6,206.11,6,226.41,6,180.04,6,220.37
2017-06-12,6,153.56,6,183.81,6,110.66,6,175.47
2017-06-09,6,330.25,6,341.70,6,137.68,6,207.92
2017-06-08,6,311.73,6,324.06,6,282.93,6,321.76
2017-06-07,6,290.44,6,302.78,6,267.18,6,297.38
2017-06-06,6,281.88,6,304.21,6,269.86,6,275.06
2017-06-05,6,305.47,6,310.61,6,292.15,6,295.68
2017-06-02,6,261.59,6,308.76,6,253.77,6,305.80
2017-06-01,6,215.91,6,247.07,6,200.45,6,246.83
2017-05-31,6,221.62,6,221.99,6,164.07,6,198.52
2017-05-30,6,204.18,6,217.13,6,200.41,6,203.19
2017-05-26,6,207.04,6,211.52,6,196.66,6,210.19
2017-05-25,6,183.02,6,217.34,6,174.52,6,205.26
2017-05-24,6,154.18,6,166.09,6,139.33,6,163.02
2017-05-23,6,149.55,6,150.91,6,121.79,6,138.71
2017-05-22,6,098.25,6,135.92,6,097.24,6,133.62
2017-05-19,6,070.23,6,106.55,6,070.23,6,083.70
2017-05-18,5,998.46,6,073.45,5,996.81,6,055.13
2017-05-17,6,108.62,6,122.87,6,009.48,6,011.24
2017-05-16,6,160.52,6,170.16,6,139.10,6,169.87
2017-05-15,6,128.11,6,153.04,6,124.79,6,149.67
2017-05-12,6,119.27,6,122.84,6,105.42,6,121.23
2017-05-11,6,110.05,6,120.20,6,075.68,6,115.96
2017-05-10,6,121.64,6,131.64,6,103.87,6,129.14
