Date Time,Open,High,Low,Close,Volume
2018-02-06 00:00:00,31028.68,31286.03,30577.83,30595.42,1000000000
2018-02-05 00:00:00,31715.56,32394.87,31712.02,32245.22,1000000000
2018-02-02 00:00:00,32569.01,32778.51,32321.42,32601.78,1000000000
2018-02-01 00:00:00,32950.3,33048.04,32642.09,32642.09,1000000000
2018-01-31 00:00:00,32435.76,32933.98,32330.39,32887.27,1000000000
2018-01-30 00:00:00,32751.72,32976.75,32501.35,32607.29,1000000000
2018-01-29 00:00:00,33335.48,33484.08,32897.04,32966.89,1000000000
2018-01-26 00:00:00,32836.28,33223.58,32794.13,33154.12,1000000000
2018-01-25 00:00:00,32979.38,32998.05,32650.22,32654.45,1000000000
2018-01-24 00:00:00,32907.23,33018.71,32728.51,32958.69,1000000000
2018-01-23 00:00:00,32606.14,32930.7,32554.23,32930.7,1000000000
2018-01-22 00:00:00,32276.96,32417.23,32046.84,32393.41,1000000000
2018-01-19 00:00:00,32142.16,32254.89,31986.0,32254.89,1000000000
2018-01-18 00:00:00,32148.45,32233.81,31869.7,32121.94,1000000000
2018-01-17 00:00:00,31825.52,31983.41,31642.27,31983.41,1000000000
2018-01-16 00:00:00,31423.62,31904.75,31423.62,31904.75,1000000000
2018-01-15 00:00:00,31702.56,31733.18,31265.25,31338.87,1000000000
2018-01-12 00:00:00,31298.05,31412.54,31198.36,31412.54,1000000000
2018-01-11 00:00:00,31066.21,31133.18,30950.07,31120.39,1000000000
2018-01-10 00:00:00,31009.24,31267.57,30928.58,31073.72,1000000000
2018-01-09 00:00:00,30933.51,31056.7,30852.43,31011.41,1000000000
2018-01-08 00:00:00,30895.09,30929.15,30732.54,30899.53,1000000000
2018-01-05 00:00:00,30893.86,30911.01,30638.53,30814.64,1000000000
2018-01-04 00:00:00,30691.71,30796.93,30560.43,30736.48,1000000000
2018-01-03 00:00:00,30658.73,30724.32,30456.76,30560.95,1000000000
2018-01-02 00:00:00,30028.29,30515.31,30028.29,30515.31,1000000000
2017-12-29 00:00:00,29914.05,29997.96,29849.31,29919.15,1000000000
2017-12-28 00:00:00,29684.79,29873.1,29661.06,29863.71,1000000000
2017-12-27 00:00:00,29632.97,29693.82,29516.51,29597.66,1000000000
2017-12-22 00:00:00,29505.05,29578.01,29413.86,29578.01,1000000000
2017-12-21 00:00:00,29209.64,29431.81,29145.13,29367.06,1000000000
2017-12-20 00:00:00,29199.29,29326.52,29159.28,29234.09,1000000000
